id,book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count
167,4407,30165203,1970226,196,747263744,9780747263750,Neil Gaiman,2001,American Gods,"American Gods (American Gods, #1)",eng,4.11,378019,518343,27587
168,149267,149267,1742269,195,385199570,9780385199580,"Stephen King, Bernie Wrightson",1978,The Stand,The Stand,en-US,4.34,438832,469953,13808
169,6400090,6400090,6588800,95,446547565,9780446547570,Nicholas Sparks,2008,The Last Song,The Last Song,en-GB,4.14,424637,438429,11051
170,11125,11125,40195,185,552151696,9780552151700,Dan Brown,1998,Digital Fortress,Digital Fortress,en-GB,3.6,423019,447503,7538
171,6969,6969,3360164,1710,141439580,9780141439590,"Jane Austen, Fiona Stafford",1815,Emma,Emma,eng,3.99,459826,497949,11724
172,15823480,15823480,2507928,1492,345803922,9780345803920,"Leo Tolstoy, Louise Maude, Leo Tolstoj, Aylmer Maude",1877,Анна Каренина,Anna Karenina,eng,4.02,297472,472796,18064
173,227463,227463,23596,283,393312836,9780393312840,Anthony Burgess,1962,A Clockwork Orange,A Clockwork Orange,eng,3.98,431195,454391,9958
174,1812457,1812457,2666268,134,964729237,9780964729230,William Paul Young,2007,The Shack: Where Tragedy Confronts Eternity,The Shack,eng,3.74,419539,438292,29377
175,4502507,4556058,4551489,87,739380338,9780739380340,Rick Riordan,2009,The Last Olympian,"The Last Olympian (Percy Jackson and the Olympians, #5)",eng,4.5,397500,499510,17693
176,18342,830502,150259,7,451169514,9780451169520,Stephen King,1986,It,It,en-US,4.18,292592,479381,11698
177,7144,7144,3393917,1714,143058142,9780143058140,"Fyodor Dostoyevsky, David McDuff",1866,Преступление и наказание,Crime and Punishment,eng,4.18,380903,444675,12605
178,6514,6514,1385044,246,61148512,9780061148510,Sylvia Plath,1963,The Bell Jar,The Bell Jar,en-US,3.98,401605,442157,15963
179,252577,252577,2883783,184,7205236,9780007205230,Frank McCourt,1996,Angela's Ashes: A Memoir,"Angela's Ashes (Frank McCourt, #1)",eng,4.07,392103,419746,9798
180,52036,52036,4840290,972,553208845,9780553208850,"Hermann Hesse, Hilda Rosner",1922,Siddhartha,Siddhartha,eng,3.99,372099,418653,11518
181,168642,168642,1940709,223,679745580,9780679745590,Truman Capote,1965,In Cold Blood,In Cold Blood,eng,4.05,381652,401839,11754
182,6304335,6304335,6488966,119,316042676,9780316042670,"Kami Garcia, Margaret Stohl",2009,Beautiful Creatures,"Beautiful Creatures (Caster Chronicles, #1)",eng,3.76,436093,458518,20808
183,7171637,7171637,6674837,103,1416975861,9781416975860,Cassandra Clare,2010,Clockwork Angel,"Clockwork Angel (The Infernal Devices, #1)",eng,4.33,490890,515759,24385
184,39988,39988,1015554,242,141301066,9780141301070,"Roald Dahl, Quentin Blake",1988,Matilda,Matilda,eng,4.29,440743,463491,11053
185,9361589,9361589,14245059,119,385534639,9780385534640,Erin Morgenstern,2011,The Night Circus,The Night Circus,eng,4.03,429543,474826,54008
186,37470,37470,3248536,111,743227441,9780743227440,Philippa Gregory,2001,The Other Boleyn Girl,"The Other Boleyn Girl (The Plantagenet and Tudor Novels, #9)",eng,4.04,381080,399223,15846
187,24770,24770,2895388,98,689865384,9780689865380,Scott Westerfeld,2005,Uglies,"Uglies (Uglies, #1)",eng,3.86,449073,464589,21234
188,10664113,10664113,2936175,115,,,George R.R. Martin,2011,A Dance with Dragons,"A Dance with Dragons (A Song of Ice and Fire, #5)",eng,4.31,365954,424618,20072
189,33,33,3462456,380,618640150,9780618640160,J.R.R. Tolkien,1955,The Lord of the Rings,"The Lord of the Rings (The Lord of the Rings, #1-3)",eng,4.47,389054,436346,9365
190,12262741,12262741,17237712,101,307592731,9780307592740,Cheryl Strayed,2012,Wild: From Lost to Found on the Pacific Crest Trail ,Wild: From Lost to Found on the Pacific Crest Trail,eng,3.96,379872,420903,34444
191,472331,472331,4358649,90,930289234,9780930289230,"Alan Moore, Dave Gibbons, John Higgins",1987,Watchmen,Watchmen,en-US,4.35,398018,409323,10851
192,186074,186074,2502879,123,075640407X,9780756404080,Patrick Rothfuss,2007,The Name of the Wind,"The Name of the Wind (The Kingkiller Chronicle, #1)",eng,4.55,400101,449372,28631
193,3228917,3228917,3364437,120,316017922,9780316017920,Malcolm Gladwell,2008,Outliers: The Story of Success,Outliers: The Story of Success,en-US,4.11,353011,369126,19383
194,153747,153747,2409320,1823,142437247,9780142437250,"Herman Melville, Andrew Delbanco, Tom Quirk",1851,"Moby Dick; or, The Whale","Moby-Dick or, The Whale",eng,3.46,358050,397963,11223
195,2728527,2728527,2754161,116,385340990,9780385340990,"Mary Ann Shaffer, Annie Barrows",2008,The Guernsey Literary and Potato Peel Pie Society,The Guernsey Literary and Potato Peel Pie Society,eng,4.12,393626,423672,39853
196,5759,5759,68729,162,393327345,9780393327340,Chuck Palahniuk,1996,Fight Club,Fight Club,eng,4.2,365349,388654,11176
197,301082,301082,479517,109,441008534,9780441008540,Charlaine Harris,2001,Dead Until Dark,"Dead Until Dark (Sookie Stackhouse, #1)",en-US,3.96,420764,444824,16818
198,11486,11486,3300573,155,671727796,9780671727800,Alice Walker,1982,The Color Purple,The Color Purple,eng,4.17,376766,400965,9485
199,12691,12691,14961,119,739461192,9780739461200,John Grogan,2005,Marley & Me: Life and Love with the World's Worst Dog,Marley and Me: Life and Love With the World's Worst Dog,eng,4.12,367304,379348,13407
200,16299,16299,3038872,474,312330871,9780312330870,Agatha Christie,1939,Ten Little Niggers,And Then There Were None,eng,4.23,408983,456680,17264
201,6411961,6411961,6600281,208,385504225,9780385504220,Dan Brown,2009,The Lost Symbol,"The Lost Symbol (Robert Langdon, #3)",eng,3.66,369428,404982,24199
202,6339664,6339664,6525609,91,1416989412,9781416989420,Becca Fitzpatrick,2009,"Hush, Hush","Hush, Hush (Hush, Hush, #1)",en-US,4,448166,461802,21871
203,11505797,11505797,16441531,85,,,Jamie McGuire,2011,Beautiful Disaster,"Beautiful Disaster (Beautiful, #1)",eng,4.15,418309,442696,25298
204,5326,5326,3097440,2380,1561797464,9781561797460,Charles Dickens,1843,A Christmas Carol,A Christmas Carol,,4.02,394540,441396,11568
205,43763,43763,873132,189,345476875,9780345476880,Anne Rice,1976,Interview with the Vampire,"Interview with the Vampire (The Vampire Chronicles, #1)",eng,3.97,372566,393941,7951
206,10507293,10507293,15413183,93,62059939,9780062059930,Kiera Cass,2012,The Selection,"The Selection (The Selection, #1)",en-US,4.15,505340,539091,35681
207,6853,6853,1486401,109,312362080,9780312362090,Janet Evanovich,1994,One for the Money,"One for the Money (Stephanie Plum, #1)",en-US,4.03,391007,403315,13050
208,6493208,6493208,6684634,66,1400052173,9781400052170,Rebecca Skloot,2010,The Immortal Life of Henrietta Lacks,The Immortal Life of Henrietta Lacks,eng,4.04,377249,404440,28624
209,23807,23807,22533,187,99446782,9780099446780,Thomas Harris,1988,The Silence of the Lambs,"The Silence of the Lambs  (Hannibal Lecter, #2)",eng,4.14,351107,366112,3866
210,345627,345627,335933,132,159514174X,9781595141740,Richelle Mead,2007,,"Vampire Academy (Vampire Academy, #1)",en-US,4.14,248283,455151,19720
211,40102,40102,1180927,116,316010669,9780316010660,Malcolm Gladwell,2005,Blink: The Power of Thinking Without Thinking,Blink: The Power of Thinking Without Thinking,en-US,3.89,348196,360338,12215
212,6867,6867,2307233,155,038572179X,9780385721790,Ian McEwan,2001,Atonement,Atonement,eng,3.88,347006,365658,14815
213,485894,485894,2373750,1316,553213695,9780553213690,"Franz Kafka, Stanley Corngold",1915,Die Verwandlung,The Metamorphosis,eng,3.78,364933,414533,10252
214,561456,561456,2936530,94,141382899,9780141382890,Rick Riordan,2007,The Titan's Curse,"The Titan's Curse (Percy Jackson and the Olympians, #3)",eng,4.33,446668,486262,15418
215,9969571,9969571,14863741,112,030788743X,9780307887440,Ernest Cline,2011,,Ready Player One,eng,4.31,349423,421819,52120
216,3153910,3153910,3175590,90,1554681723,9781554681720,Garth Stein,2006,The Art of Racing in the Rain,The Art of Racing in the Rain,eng,4.19,327409,354319,32021
217,21996,21996,3486041,70,739303406,9780739303400,"Erik Larson, Tony Goldwyn",2003,"The Devil in the White City: Murder, Magic, and Madness at the Fair that Changed America","The Devil in the White City: Murder, Magic, and Madness at the Fair That Changed America",eng,3.98,309385,350607,25846
218,13572249,20448515,18973111,96,425263908,9780425263910,Sylvia Day,2012,Bared to You,"Bared to You (Crossfire, #1)",eng,4.19,222678,386136,16748
219,11127,11127,781271,270,66238501,9780066238500,"C.S. Lewis, Pauline Baynes",1956,The Chronicles of Narnia,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)",eng,4.24,376385,401676,8871
220,3609760,3609760,3652511,20,316043133,9780316043140,Mark Cotta Vaz,,Twilight: The Complete Illustrated Movie Companion,Twilight: The Complete Illustrated Movie Companion,en-US,4.23,291411,291899,532
221,60748,60748,59104,74,1558743669,9781558743660,Dave Pelzer,1995,"A Child Called ""It"": One Child's Courage to Survive","A Child Called ""It"" (Dave Pelzer #1)",eng,4.08,311543,321298,13729
222,7869,7869,859111,143,752864327,9780752864330,Robert Ludlum,1980,The Bourne Identity,"The Bourne Identity (Jason Bourne, #1)",eng,3.98,327122,336212,3899
223,249747,249747,1334778,163,786817879,9780786817870,Eoin Colfer,2001,Artemis Fowl,"Artemis Fowl (Artemis Fowl, #1)",eng,3.82,386923,399165,8384
224,6487308,6487308,6678670,97,385738935,9780385738930,Lauren Kate,2009,Fallen,"Fallen (Fallen, #1)",en-US,3.74,395296,408108,17725
225,4406,4406,2574991,81,142000655,9780142000660,John Steinbeck,1952,East of Eden  ,East of Eden,eng,4.35,320919,336682,14454
226,5886881,5886881,6873353,131,307341569,9780307341560,Gillian Flynn,2009,Dark Places,Dark Places,eng,3.92,333452,386607,28784
227,5359,5359,137715,134,385339089,9780385339090,John Grisham,1993,The Client,The Client,eng,3.97,320083,325663,1917
228,228333,228333,221139,84,312291639,9780312291630,"Emma McLaughlin, Nicola Kraus",2002,The Nanny Diaries,"The Nanny Diaries (Nanny, #1)",eng,3.4,323762,328073,5121
229,24213,24213,2375385,845,451527747,9780451527740,"Lewis Carroll, John Tenniel, Martin Gardner",1865,Alice's Adventures in Wonderland,Alice's Adventures in Wonderland & Through the Looking-Glass,eng,4.06,340920,377190,7736
230,2156,2156,2534720,1451,192802631,9780192802640,"Jane Austen, James Kinsley, Deidre Shauna Lynch",1817,Persuasion,Persuasion,eng,4.13,365425,402359,13117
231,556602,556602,2523229,117,312370830,9780312370830,Tatiana de Rosnay,2007,Elle s'appelait Sarah,Sarah's Key,eng,4.14,312444,347631,26614
232,43615,43615,46575,213,452284694,9780452284690,Stephen King,1982,The Gunslinger,"The Gunslinger (The Dark Tower, #1)",en-US,3.99,332494,366377,13014
233,9712,9712,3285349,347,140003468X,9781400034680,"Gabriel García Márquez, Edith Grossman",1985,El amor en los tiempos del cólera,Love in the Time of Cholera,eng,3.89,283806,323461,15246
234,439288,439288,118521,87,014131088X,9780141310890,Laurie Halse Anderson,1999,Speak,Speak,eng,4,360156,372404,18379
235,17802724,17802724,23986788,95,399159347,9780399159340,Liane Moriarty,2013,The Husband's Secret ,The Husband's Secret,eng,3.92,232106,351805,27610
236,1898,1898,1816662,101,385494785,9780385494790,Jon Krakauer,1997,Into Thin Air: A Personal Account of the Mt. Everest Disaster,Into Thin Air: A Personal Account of the Mount Everest Disaster,en-US,4.11,291258,301593,10439
237,10592,10592,1552134,249,1416524304,9781416524300,Stephen King,1974,Carrie,Carrie,,3.93,356814,377650,8264
238,242006,242006,828773,79,031242227X,9780312422270,Augusten Burroughs,2002,Running with Scissors,Running with Scissors,en-US,3.7,293878,306388,11601
239,8908,8908,817,137,307346609,9780307346600,Max Brooks,2006,World War Z: An Oral History of the Zombie War,World War Z: An Oral History of the Zombie War,en-US,4.01,312969,345149,22412
240,17212231,17212231,23841765,235,385537859,9780385537860,Dan Brown,2013,Inferno,"Inferno (Robert Langdon, #4)",eng,3.8,287533,345560,33700
241,47281,47281,2677305,81,440227534,9780440227530,Lois Lowry,1989,Number the Stars,Number the Stars,eng,4.11,333638,342365,10304
242,13145,13145,3373984,122,446692638,9780446692630,James Patterson,1993,Along Came a Spider,"Along Came a Spider (Alex Cross, #1)",eng,4.08,311499,318031,3600
243,10614,10614,3230869,197,450417395,9780450417400,Stephen King,1987,Misery,Misery,en-GB,4.11,334647,352203,6416
244,66559,18045891,3801,136,307341542,9780307341550,Gillian Flynn,2006,Sharp Objects,Sharp Objects,en-US,3.92,207889,354838,28268
245,2839,2839,2237401,125,439366771,9780439366780,Katherine Paterson,1977,Bridge to Terabithia,Bridge to Terabithia,eng,3.98,337644,353474,9270
246,30183,30183,30573,97,312360266,9780312360270,"P.C. Cast, Kristin Cast",2007,Marked,"Marked (House of Night, #1)",en-US,3.79,360044,371020,12870
247,36072,36072,6277,250,743269519,9780743269510,Stephen R. Covey,1989,The 7 Habits of Highly Effective People,The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,en-US,4.05,314700,333884,6148
248,1622,1622,894834,1379,743477545,9780743477540,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,A Midsummer Night's Dream,eng,3.94,334241,361510,5724
249,4588,4588,1940137,104,618711651,9780618711660,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,en-US,3.97,294726,319116,21107
250,11387515,11387515,16319487,124,375869026,9780375869020,R.J. Palacio,2012,Wonder,Wonder,eng,4.43,228538,377791,43021
251,233093,233093,267087,99,039480001X,9780394800010,Dr. Seuss,1957,The Cat in the Hat,The Cat in the Hat,eng,4.15,314016,317182,4299
252,11235712,11235712,15545385,92,312641893,9780312641890,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng,4.15,427663,454146,41109
253,16160797,16160797,22002305,48,316206849,9780316206850,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US,3.83,297712,340495,27258
254,6068551,6068551,6244926,96,545123267,9780545123270,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng,3.78,356625,370811,20521
255,662,662,817219,147,452011876,9780452011880,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged,eng,3.68,283295,296645,14666
256,49436,49436,251800,67,143038257,9780143038250,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US,3.64,283516,288520,21681
257,13023,13023,2933712,4,517223627,9780517223630,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,Alice in Wonderland,eng,4.03,343252,343271,4876
258,1232,1232,3209783,279,143034901,9780143034900,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng,4.24,263685,317554,24652
259,7631105,7631105,6574198,107,385738757,9780385738750,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng,3.93,305643,346307,23058
260,4865,4865,2370171,353,,9780671723650,Dale Carnegie,1936,How to Win Friends and Influence People,How to Win Friends and Influence People,eng,4.13,282623,305437,7909
261,480479,480479,940760,59,767900383,9780767900390,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,eng,3.72,279264,281836,3074
262,19486412,19486412,27570886,107,399167064,9780399167060,Liane Moriarty,2014,Big Little Lies,Big Little Lies,eng,4.2,306186,371433,30120
263,24337,24337,2485462,61,590920685,9780590920680,Gail Carson Levine,1997,Ella Enchanted,Ella Enchanted,eng,3.97,339117,345749,8534
264,3876,3876,589497,343,743297334,9780743297330,Ernest Hemingway,1926,The Sun Also Rises,The Sun Also Rises,en-US,3.83,284988,303117,9826
265,14891,14891,833257,127,61120073,9780061120080,Betty  Smith,1943,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,eng,4.24,291909,309000,16088
266,13148,13148,881425,111,446677388,9780446677390,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng,3.93,274639,279116,2798
267,21853621,21853621,41125521,90,312577222,9780312577220,Kristin Hannah,2015,The Nightingale,The Nightingale,eng,4.54,253606,327015,37279
268,6334,6334,1499998,159,1400078776,9781400078780,Kazuo Ishiguro,2005,Never Let Me Go,Never Let Me Go,eng,3.8,294123,323627,21927
269,366522,366522,2742631,17,786890754,9780786890750,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You,en-US,4.01,262921,283413,7069
270,12873,17899948,46663,306,1844080382,9781844080380,"Daphne du Maurier, Sally Beauman",1938,Rebecca,Rebecca,en-US,4.2,177384,329596,14920
271,18373,18373,3337594,163,156030306,9780156030300,Daniel Keyes,1966,Flowers for Algernon,Flowers for Algernon,en-US,4.07,313044,336199,11328
272,6952,6952,1172473,177,552995878,9780552995870,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,Like Water for Chocolate,en-US,3.94,263199,285469,6559
273,1103,1103,1453585,105,812968069,9780812968060,Lisa See,2005,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng,4.05,280475,290660,15807
274,22034,22034,266624,259,451205766,9780451205770,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather,eng,4.36,256480,270386,5832
275,49750,49750,48658,116,525476881,9780525476890,John Green,2006,An Abundance of Katherines,An Abundance of Katherines,eng,3.63,312754,347424,20657
276,29579,29579,1783981,169,553803719,9780553803720,Isaac Asimov,1951,Foundation,Foundation (Foundation #1),eng,4.13,279688,297588,6240
277,15783514,15783514,21500681,109,62255657,9780062255660,Neil Gaiman,2013,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng,3.99,293844,336251,37655
278,30118,30118,142009,32,60513063,9780060513060,Shel Silverstein,1981,A Light in the Attic,A Light in the Attic,eng,4.34,297861,304514,2431
279,29056083,29056083,48765776,95,751565350,9780751565360,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng,3.75,270603,397773,53365
280,11614718,11614718,10342808,108,61726834,9780061726840,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)",eng,3.99,256975,352398,24271
