id,isbn,isbn13,authors,original_publication_year,original_title,title,language_code
248,743477545,9780740000000,"William Shakespeare, Barbara A. Mowat, Paul Werstine, Catherine Belsey",1595,A Midsummer Night's Dream,A Midsummer Night's Dream,eng
249,618711651,9780620000000,Jonathan Safran Foer,2005,Extremely Loud and Incredibly Close,Extremely Loud and Incredibly Close,en-US
250,375869026,9780380000000,R.J. Palacio,2012,Wonder,Wonder,eng
251,039480001X,9780390000000,Dr. Seuss,1957,The Cat in the Hat,The Cat in the Hat,eng
252,312641893,9780310000000,Marissa Meyer,2012,Cinder,"Cinder (The Lunar Chronicles, #1)",eng
253,316206849,9780320000000,"Robert Galbraith, J.K. Rowling",2013,The Cuckoo's Calling,"The Cuckoo's Calling (Cormoran Strike, #1)",en-US
254,545123267,9780550000000,Maggie Stiefvater,2009,Shiver,"Shiver (The Wolves of Mercy Falls, #1)",eng
255,452011876,9780450000000,"Ayn Rand, Leonard Peikoff",1957,Atlas Shrugged,Atlas Shrugged,eng
256,143038257,9780140000000,"Greg Mortenson, David Oliver Relin",2006,Three Cups of Tea ,Three Cups of Tea: One Man's Mission to Promote Peace ... One School at a Time,en-US
257,517223627,9780520000000,"Jane Carruth, Lewis Carroll, Rene Cloke",1865,,Alice in Wonderland,eng
258,143034901,9780140000000,"Carlos Ruiz Zafón, Lucia Graves",2001,La sombra del viento,"The Shadow of the Wind (The Cemetery of Forgotten Books,  #1)",eng
259,385738757,9780390000000,James Dashner,2010,The Scorch Trials,"The Scorch Trials (Maze Runner, #2)",eng
260,,9780670000000,Dale Carnegie,1936,How to Win Friends and Influence People,How to Win Friends and Influence People,eng
261,767900383,9780770000000,Frances Mayes,1996,Under the Tuscan Sun,Under the Tuscan Sun,eng
262,399167064,9780400000000,Liane Moriarty,2014,Big Little Lies,Big Little Lies,eng
263,590920685,9780590000000,Gail Carson Levine,1997,Ella Enchanted,Ella Enchanted,eng
264,743297334,9780740000000,Ernest Hemingway,1926,The Sun Also Rises,The Sun Also Rises,en-US
265,61120073,9780060000000,Betty  Smith,1943,A Tree Grows In Brooklyn ,A Tree Grows in Brooklyn,eng
266,446677388,9780450000000,James Patterson,1995,Kiss the Girls,"Kiss the Girls (Alex Cross, #2)",eng
267,312577222,9780310000000,Kristin Hannah,2015,The Nightingale,The Nightingale,eng
268,1400078776,9781400000000,Kazuo Ishiguro,2005,Never Let Me Go,Never Let Me Go,eng
269,786890754,9780790000000,Cecelia Ahern,2003,"PS, I Love You",P.S. I Love You,en-US
270,1844080382,9781840000000,"Daphne du Maurier, Sally Beauman",1938,Rebecca,Rebecca,en-US
271,156030306,9780160000000,Daniel Keyes,1966,Flowers for Algernon,Flowers for Algernon,en-US
272,552995878,9780550000000,"Laura Esquivel, Thomas  Christensen, Carol Christensen",1989,Como agua para chocolate,Like Water for Chocolate,en-US
273,812968069,9780810000000,Lisa See,2005,Snow Flower and the Secret Fan,Snow Flower and the Secret Fan,eng
274,451205766,9780450000000,"Mario Puzo, Robert Thompson, Peter Bart",1969,The Godfather,The Godfather,eng
275,525476881,9780530000000,John Green,2006,An Abundance of Katherines,An Abundance of Katherines,eng
276,553803719,9780550000000,Isaac Asimov,1951,Foundation,Foundation (Foundation #1),eng
277,62255657,9780060000000,Neil Gaiman,2013,The Ocean at the End of the Lane,The Ocean at the End of the Lane,eng
278,60513063,9780060000000,Shel Silverstein,1981,A Light in the Attic,A Light in the Attic,eng
279,751565350,9780750000000,"John Tiffany, Jack Thorne, J.K. Rowling",2016,"Harry Potter and the Cursed Child, Parts One and Two","Harry Potter and the Cursed Child - Parts One and Two (Harry Potter, #8)",eng
280,61726834,9780060000000,Lauren Oliver,2011,Delirium,"Delirium (Delirium, #1)",eng
281,385339704,9780390000000,John Grisham,1992,The Pelican Brief,The Pelican Brief,eng
282,61139378,9780060000000,Neil Gaiman,2002,Coraline,Coraline,eng
283,60853980,9780060000000,"Terry Pratchett, Neil Gaiman",1990,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch","Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",en-US
284,140042598,9780140000000,Jack Kerouac,1955,On the Road,On the Road,eng
285,1476729085,9781480000000,Graeme Simsion,2013,The Rosie Project,"The Rosie Project (Don Tillman, #1)",eng
286,446579939,9780450000000,Nicholas Sparks,2008,The Lucky One,The Lucky One,en-US
287,451191153,9780450000000,"Ayn Rand, Leonard Peikoff",1943,The Fountainhead,The Fountainhead,eng
288,425172902,9780430000000,Tom Clancy,1984,The Hunt for Red October,"The Hunt for Red October (Jack Ryan Universe, #4)",
289,038039586X,9780380000000,Richard Adams,1972,Watership Down,"Watership Down (Watership Down, #1)",eng
290,307886263,9780310000000,Mindy Kaling,2011,Is Everyone Hanging Out Without Me? (And Other Concerns),Is Everyone Hanging Out Without Me? (And Other Concerns),eng
291,375414495,9780380000000,Abraham Verghese,2009,Cutting for Stone,Cutting for Stone,eng
292,006112527X,9780060000000,"C.S. Lewis, Pauline Baynes",1951,The Voyage of the Dawn Treader,"The Voyage of the Dawn Treader (Chronicles of Narnia, #3)",eng
293,753453800,9780750000000,Robert Louis Stevenson,1882,Treasure Island,Treasure Island,eng
294,1423140591,9781420000000,Rick Riordan,2011,The Son of Neptune ,"The Son of Neptune (The Heroes of Olympus, #2)",eng
295,1451627289,9781450000000,Stephen King,2011,11/22/63,11/22/63,eng
296,241003008,9780240000000,Eric Carle,1969,The Very Hungry Caterpillar,The Very Hungry Caterpillar Board Book,eng
297,140285601,9780140000000,Kurt Vonnegut Jr.,1963,Cat's Cradle,Cat's Cradle,eng
298,451528557,9780450000000,"H.G. Wells, Greg Bear, Carlo Pagetti",1895,The Time Machine,The Time Machine,eng
299,849946158,9780850000000,"Todd Burpo, Lynn Vincent",2010,,Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,eng
300,385751060,9780390000000,John Boyne,2006,The Boy in the Striped Pyjamas,The Boy in the Striped Pajamas,eng
301,1892295490,9781890000000,Joseph Conrad,1899,Heart of Darkness,Heart of Darkness,eng
302,044654759X,9780450000000,Nicholas Sparks,2010,Safe Haven,Safe Haven,eng
303,1582701709,9781580000000,Rhonda Byrne,2006,The Secret,"The Secret (The Secret, #1)",eng
304,60987561,9780060000000,Wally Lamb,1998,I Know This Much Is True ,I Know This Much Is True,eng
305,1416524347,9781420000000,Stephen King,1983,Pet Sematary,Pet Sematary,eng
306,671021001,9780670000000,Wally Lamb,1992,She's Come Undone,She's Come Undone,en-US
307,756404738,9780760000000,Patrick Rothfuss,2011,The Wise Man's Fear,"The Wise Man's Fear (The Kingkiller Chronicle, #2)",eng
308,440241901,9780440000000,Sophie Kinsella,2003,Can You Keep a Secret?,Can You Keep a Secret?,en-US
309,1442403543,9781440000000,Cassandra Clare,2011,City of Fallen Angels,"City of Fallen Angels (The Mortal Instruments, #4)",en-US
310,743418174,9780740000000,Jennifer Weiner,2001,Good in Bed,"Good in Bed (Cannie Shapiro, #1)",en-US
311,380018179,9780380000000,Colleen McCullough,1977,The Thorn Birds,The Thorn Birds,eng
312,60530928,9780060000000,"Neil Gaiman, Dave McKean",2008,The Graveyard Book,The Graveyard Book,en-US
313,1451681739,9781450000000,M.L. Stedman,2012,The Light Between Oceans,The Light Between Oceans,eng
314,439709105,9780440000000,"Cornelia Funke, Anthea Bell",2003,Tintenherz,"Inkheart (Inkworld, #1)",en-US
315,91883768,9780090000000,"Spencer Johnson, Kenneth H. Blanchard",1998,Who Moved My Cheese?,Who Moved My Cheese?,eng
316,307279464,9780310000000,Bill Bryson,1997,A Walk in the Woods,A Walk in the Woods,eng
317,553279378,9780550000000,Maya Angelou,1969,I Know Why the Caged Bird Sings,I Know Why the Caged Bird Sings,en-US
318,61950726,9780060000000,Christina Baker Kline,2013,Orphan Train,Orphan Train,eng
319,1442416866,9781440000000,Cassandra Clare,2012,City of Lost Souls,"City of Lost Souls (The Mortal Instruments, #5)",eng
320,316204277,9780320000000,Maria Semple,2012,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng
321,375806814,9780380000000,Wilson Rawls,1961,Where the Red Fern Grows,Where the Red Fern Grows,
322,60557818,9780060000000,Neil Gaiman,1996,Neverwhere,Neverwhere,eng
323,571224385,9780570000000,"Milan Kundera, Michael Henry Heim",1984,Nesnesitelná lehkost bytí,The Unbearable Lightness of Being,eng
324,,,Rainbow Rowell,2013,,Fangirl,eng
325,552135399,9780550000000,John Irving,1989,A Prayer for Owen Meany,A Prayer for Owen Meany,eng
326,316182540,9780320000000,Janet Fitch,1999,White Oleander,White Oleander,eng
327,039925675X,9780400000000,Marie Lu,2011,Legend,"Legend (Legend, #1)",eng
328,743496728,9780740000000,Jodi Picoult,2007,Nineteen Minutes,Nineteen Minutes,eng
329,1401323251,9781400000000,"Randy Pausch, Jeffrey Zaslow",2008,The Last Lecture,The Last Lecture,eng
330,812511816,9780810000000,Robert Jordan,1990,The Eye of the World,"The Eye of the World (Wheel of Time, #1)",eng
331,61150142,9780060000000,Jodi Picoult,1998,The Pact,The Pact,en-US
332,60764902,9780060000000,C.S. Lewis,1953,The magician's nephew,"The Magician's Nephew (Chronicles of Narnia, #6)",eng
333,595440096,9780600000000,Lisa Genova,2007,Still Alice,Still Alice,eng
334,425263916,9780430000000,Sylvia Day,2012,Reflected in You,"Reflected in You (Crossfire, #2)",eng
335,375814248,9780380000000,"Roald Dahl, Quentin Blake",1961,James and the Giant Peach,James and the Giant Peach,eng
336,446696617,9780450000000,James Patterson,2001,1st To Die,"1st to Die (Women's Murder Club, #1)",en-US
337,345453743,9780350000000,Douglas Adams,1996,The Ultimate Hitchhiker's Guide: Five Complete Novels and One Story,The Ultimate Hitchhiker's Guide to the Galaxy,eng
338,340896965,9780340000000,David Nicholls,2009,One Day,One Day,eng
339,60775858,9780060000000,"Margaret Wise Brown, Clement Hurd",1947,,Goodnight Moon,en-US
340,61969559,9780060000000,Pittacus Lore,2010,I Am Number Four,"I Am Number Four (Lorien Legacies, #1)",en-US
341,140275363,9780140000000,"Homer, Robert Fagles, Frédéric Mugler, Bernard Knox",-750,Ἰλιάς,The Iliad,eng
342,316228532,9780320000000,J.K. Rowling,2012,The Casual Vacancy,The Casual Vacancy,eng
343,385339690,9780390000000,John Grisham,1996,The Runaway Jury,The Runaway Jury,eng
344,316777730,9780320000000,David Sedaris,1997,Naked,Naked,en-US
345,375840400,9780380000000,Christopher Paolini,2005,Eldest,"Eldest (The Inheritance Cycle, #2)",en-US
346,140621679,9780140000000,"L. Frank Baum, W.W. Denslow",1900,The Wonderful Wizard of Oz,"The Wonderful Wizard of Oz (Oz, #1)",eng
347,000720230X,9780010000000,C.S. Lewis,1951,Prince Caspian: The Return to Narnia,"Prince Caspian (Chronicles of Narnia, #2)",eng
348,,,E. Lockhart,2014,We Were Liars,We Were Liars,eng
349,450031063,9780450000000,Stephen King,1975,Salem's Lot,'Salem's Lot,en-GB
350,679785892,9780680000000,"Hunter S. Thompson, Ralph Steadman",1971,Fear and Loathing in Las Vegas: A Savage Journey to the Heart of the American Dream,Fear and Loathing in Las Vegas,eng
351,1416975888,9781420000000,Cassandra Clare,2011,Clockwork Prince,"Clockwork Prince (The Infernal Devices, #2)",eng
352,62268341,9780060000000,Amy Poehler,2014,Yes Please,Yes Please,eng
353,743477553,9780740000000,William Shakespeare,1603,"The Tragedy of Othello, The Moor of Venice",Othello,eng
354,1400033411,9781400000000,Toni Morrison,1987,Beloved,Beloved,eng
355,015206396X,9780150000000,Kristin Cashore,2008,Graceling,"Graceling (Graceling Realm, #1)",en-CA
356,439206472,9780440000000,"Lemony Snicket, Brett Helquist",1999,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng
357,449213943,9780450000000,"Erich Maria Remarque, A.W. Wheen",1929,Im Westen nichts Neues,All Quiet on the Western Front,en-US
358,679805273,9780680000000,Dr. Seuss,1990,"Oh, the Places You'll Go!","Oh, The Places You'll Go!",en-US
359,159463176X,9781590000000,Khaled Hosseini,2012,And The Mountains Echoed,And the Mountains Echoed,eng
360,345404475,9780350000000,"Philip K. Dick, Roger Zelazny",1968,Do Androids Dream of Electric Sheep?,Do Androids Dream of Electric Sheep?,eng
361,141439742,9780140000000,"Charles Dickens, George Cruikshank, Philip Horne",1838,Oliver Twist,Oliver Twist,eng
362,60652896,9780060000000,C.S. Lewis,1942,A Grief Observed,The Screwtape Letters,eng
363,525423273,9780530000000,Stephanie Perkins,2010,Anna and the French Kiss,"Anna and the French Kiss (Anna and the French Kiss, #1)",en-US
364,7173040,9780010000000,Dr. Seuss,1957,How the Grinch Stole Christmas!,How the Grinch Stole Christmas!,eng
365,1401207928,9781400000000,"Alan Moore, David   Lloyd",1990,V for Vendetta,V for Vendetta,eng
366,743223136,9780740000000,David McCullough,2001,John Adams,John Adams,eng
367,553384287,9780550000000,Dean Koontz,2003,Odd Thomas,"Odd Thomas (Odd Thomas, #1)",eng
368,679879250,9780680000000,Philip Pullman,1997,The Subtle Knife,"The Subtle Knife (His Dark Materials, #2)",eng
369,439488400,9780440000000,Jerry Spinelli,2000,Stargirl,"Stargirl (Stargirl, #1)",eng
370,1423113381,9781420000000,Rick Riordan,2010,The Red Pyramid,"The Red Pyramid (Kane Chronicles, #1)",eng
371,441788386,9780440000000,Robert A. Heinlein,1961,Stranger in a Strange Land,Stranger in a Strange Land,eng
372,965904830,9780970000000,David Sedaris,2004,Dress Your Family in Corduroy and Denim,Dress Your Family in Corduroy and Denim,eng
373,141311371,9780140000000,"Roald Dahl, Quentin Blake",1982,The BFG,The BFG,eng
374,076790818X,9780770000000,Bill Bryson,2003,A Short History of Nearly Everything,A Short History of Nearly Everything,en-US
375,439227143,9780440000000,Jack London,1903,The Call of the Wild,The Call of the Wild,eng
376,385738773,9780390000000,James Dashner,2011,The Death Cure,"The Death Cure (Maze Runner, #3)",eng
377,61142026,9780060000000,Neil Gaiman,1999,Stardust,Stardust,eng
378,618485228,9780620000000,Jhumpa Lahiri,2003,The Namesake,The Namesake,en-US
379,670022411,9780670000000,Deborah Harkness,2011,A Discovery of Witches,"A Discovery of Witches (All Souls Trilogy, #1)",eng
380,375704027,9780380000000,"Haruki Murakami, Jay Rubin",1987,ノルウェイの森 [Noruwei no Mori],Norwegian Wood,eng
381,446672211,9780450000000,Billie Letts,1995,Where the Heart Is,Where the Heart Is,en-US
382,525421580,9780530000000,"John Green, David Levithan",2010,"Will Grayson, Will Grayson","Will Grayson, Will Grayson",eng
383,307276902,9780310000000,James Frey,2003,A Million Little Pieces,A Million Little Pieces,en-CA
384,1595141758,9781600000000,Richelle Mead,2008,Frostbite,"Frostbite (Vampire Academy, #2)",eng
385,307352145,9780310000000,Susan Cain,2012,Quiet: The Power of Introverts in a World that Can't Stop Talking,Quiet: The Power of Introverts in a World That Can't Stop Talking,eng
386,440439884,9780440000000,Scott O'Dell,1960,Island of the Blue Dolphins,"Island of the Blue Dolphins (Island of the Blue Dolphins, #1)",en-CA
387,142437336,9780140000000,"Arthur Miller, Christopher Bigsby",1953,The Crucible,The Crucible,eng
388,689840926,9780690000000,Gary Paulsen,1986,Hatchet,"Hatchet (Brian's Saga, #1)",en-US
389,076531178X,9780770000000,Brandon Sanderson,2006,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng
390,451528956,9780450000000,"Robert Louis Stevenson, Vladimir Nabokov, Mervyn Peake, Dan Chaon",1886,The Strange Case of Dr Jekyll and Mr Hyde,The Strange Case of Dr. Jekyll and Mr. Hyde,eng
391,679889108,9780680000000,Dr. Seuss,1971,The Lorax,The Lorax,eng
392,810993139,9780810000000,Jeff Kinney,2004,Greg Heffley's Journal,"Diary of a Wimpy Kid (Diary of a Wimpy Kid, #1)",en-US
393,1599906953,9781600000000,Sarah J. Maas,2012,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng
394,1595141979,9781600000000,Richelle Mead,2008,Shadow Kiss,"Shadow Kiss (Vampire Academy, #3)",en-US
395,684803356,9780680000000,Ernest Hemingway,1940,For Whom the Bell Tolls,For Whom the Bell Tolls,eng
396,345505336,9780350000000,Jamie Ford,2009,Hotel on the Corner of Bitter and Sweet,Hotel on the Corner of Bitter and Sweet,eng
397,140120831,9780140000000,"Patrick Süskind, John E. Woods",1985,Das Parfum. Die Geschichte eines Mörders,Perfume: The Story of a Murderer,eng
398,60838582,9780060000000,Eric Schlosser,2001,Fast Food Nation : The Dark Side of the All-American Meal ,Fast Food Nation: The Dark Side of the All-American Meal,eng
399,747599874,9780750000000,J.K. Rowling,2007,The Tales of Beedle the Bard,The Tales of Beedle the Bard,en-US
400,441569595,9780440000000,William Gibson,1984,Neuromancer,Neuromancer,eng
401,99910101,9780100000000,Ernest Hemingway,1929,A Farewell to Arms,A Farewell to Arms,en-US
402,553212281,9780550000000,Edgar Allan Poe,1843,The Tell-Tale Heart,The Tell-Tale Heart and Other Writings,en-GB
403,1590302257,9781590000000,"Sun Tzu, Thomas Cleary",-500,孫子兵法 [Sūnzi bīngfǎ],The Art of War,eng
404,385344228,9780390000000,William Landay,2012,Defending Jacob,Defending Jacob,eng
405,385334206,9780390000000,Kurt Vonnegut Jr.,1973,Breakfast of Champions,Breakfast of Champions,eng
406,874774241,9780870000000,Betty Edwards,1979,Drawing on the Right Side of the Brain,The New Drawing on the Right Side of the Brain,en-US
407,60838728,9780060000000,Ann Patchett,2001,Bel Canto,Bel Canto,eng
408,739467352,9780740000000,Jared Diamond,1997,"Guns, Germs, and Steel: The Fates of Human Societies","Guns, Germs, and Steel: The Fates of Human Societies",eng
409,375508414,9780380000000,Fannie Flagg,1987,Fried Green Tomatoes at the Whistle Stop Cafe,Fried Green Tomatoes at the Whistle Stop Cafe,
410,385474547,9780390000000,Chinua Achebe,1958,Things Fall Apart,"Things Fall Apart (The African Trilogy, #1)",en-US
